序号,名称,播放,弹幕数,收藏,硬币,是否完结,评分(默认0分),评分人数(人数不足为0人)
3950,鲁邦三世：初次交锋,33760,1857,1614,70,1,0.0,0
3951,鲁邦三世：the Last Job,50388,1921,1361,53,1,0.0,0
3952,鲁邦三世：宝物返还大作战,26137,1591,1298,61,1,0.0,0
3953,鲁邦三世：血之刻印 永远的Mermaid,67240,2460,2936,50,1,0.0,0
3954,鲁邦三世：被偷的鲁邦~模仿者是盛夏之蝶~,36154,1744,952,43,1,0.0,0
3955,鲁邦三世 东方见闻录 ～Another Page～,71376,3013,3307,56,1,0.0,0
3956,鲁邦三世：微风公主 ~ 被隐藏的空中都市,88200,4595,5155,230,1,0.0,0
3957,勇者王GaoGaiGar Final,0,1666,0,0,1,0.0,0
3958,勇者王GaoGaiGar Final Grand Glorious Gathering,117828,3144,4649,68,1,0.0,0
3959,翼神传说 多元变奏曲,32636,2499,945,51,1,0.0,0
3960,翼神传说 间奏曲：她与她自己,16275,1696,87,8,1,0.0,0
3961,天界电台,33989,1674,597,253,1,0.0,0
3962,不公正抽签 OVA,28154,1176,1822,13,1,0.0,0
3963,相聚一刻番外篇 一刻岛飘流记,0,884,0,0,1,0.0,0
3964,人鱼之森 OVA,0,2834,0,0,1,0.0,0
3965,天空战记 创世前的暗斗,29733,1350,554,15,1,0.0,0
3966,零秒出手 第二季,0,1899,0,0,1,0.0,0
3967,魔法阵都市 剧场版 下篇,0,969,0,0,1,0.0,0
3968,老师的时间 gold,0,737,0,0,1,0.0,0
3969,小小雪精灵 夏季特别篇,0,1035,0,0,1,0.0,0
3972,舞-乙HiME,27579,6400,1589,62,1,0.0,0
3973,舞-乙HiME Zwei,12242,3102,323,35,1,0.0,0
3974,舞-乙HiME 0～S.ifr～,11603,3183,286,39,1,0.0,0
3975,仙乐传说 迪赛雅兰篇,0,1391,0,0,1,0.0,0
3976,仙乐传说 世界统合篇,0,1702,0,0,1,0.0,0
3977,威尔贝鲁物语～威尔贝鲁的姐妹～ 第二幕,0,2087,0,0,1,0.0,0
3978,和殿下一起,0,857,0,0,1,0.0,0
3979,田中君总是如此慵懒小剧场,6896251,190403,7584,2699,1,9.4,168
3980,拳王创世纪1 影道篇,8160,545,78,3,1,0.0,0
3982,机甲界卡利安 OVA,0,351,0,0,1,0.0,0
3983,间之楔,0,78127,0,0,1,9.6,101
3984,水瓶新世纪II~双鱼宫的深渊~,23613,521,350,9,1,0.0,0
3985,神魂合体GODANNAR！！ 第二季,0,1412,0,0,1,0.0,0
3986,最终兵器彼女 Anotherlovesong,0,3710,0,0,1,0.0,0
3989,如果在梦里遇见你 OVA,35117,578,1586,40,1,0.0,0
3990,飞翔的魔女 小剧场,158006,39452,461,128,1,0.0,0
3991,大运动会 OVA,0,731,0,0,1,0.0,0
3992,银河英雄传说 黄金之翼,0,2312,0,0,1,0.0,0
3993,银河英雄传说 新战争的序曲,0,3123,0,0,1,0.0,0
3996,无责任舰长 特别篇 孤独一人的战争,0,327,0,0,1,0.0,0
3997,无责任舰长OVA,0,463,0,0,1,0.0,0
4000,真魔神英雄传 魔神山篇,0,8145,0,0,1,0.0,0
4001,魔神英雄传 永恒传说,0,4650,0,0,1,0.0,0
4002,无口的森田小姐 OAD,31043,1987,716,41,1,0.0,0
4003,重战机艾尔盖姆 OVA,0,527,0,0,1,0.0,0
4004,超时空世纪02,0,784,0,0,1,0.0,0
4005,圣战士登拜因 OVA,0,1085,0,0,1,0.0,0
4006,咕噜咕噜魔法阵 心跳传说,125580,5109,5429,110,1,0.0,0
4008,终结的炽天使 OVA,1297338,95845,29337,839,1,8.7,112
4009,天使特警 剧场版 觉醒篇,38721,2612,309,33,1,0.0,0
4010,天使特警 剧场版 泛滥篇,0,1720,0,0,1,0.0,0
4011,天使特警 剧场版 黎明篇,0,1959,0,0,1,0.0,0
4012,EAT-MAN'98,18396,2476,399,15,1,0.0,0
4013,机动警察 OVA1,22906,2453,1479,42,1,0.0,0
4014,机动警察 OVA2,27207,1988,2433,27,1,0.0,0
4015,机动警察 和平保卫战,41458,5554,1692,99,1,0.0,0
4016,机动警察 东京毁灭战,83889,10034,1505,109,1,0.0,0
4017,机动警察 十三号废弃物,19623,3043,850,31,1,0.0,0
4018,真救世主传说 北斗神拳 拉奥传 激斗之章,79442,2371,2053,72,1,0.0,0
4019,永远的大和号,23891,1257,361,5,1,0.0,0
4020,宇宙战舰大和号 新的旅程,20644,1496,0,3,1,0.0,0
4021,真救世主传说 北斗神拳 托奇传,0,2079,0,0,1,0.0,0
4022,宇宙战舰大和号 完结篇,40684,1476,479,10,1,0.0,0
4023,宇宙战舰大和号 复活篇,31157,1522,0,8,1,0.0,0
4024,真救世主传说 北斗神拳 尤莉娅传,0,1691,0,0,1,0.0,0
4025,真救世主传说 北斗神拳ZERO 拳四郎传,206736,2783,10624,258,1,0.0,0
4026,Re：从零开始休息时间,20499516,190997,145890,18850,1,8.9,271
4027,真救世主传说 北斗神拳 拉欧传 殉爱之章,0,2477,0,0,1,0.0,0
4028,BURN-UP EXCESS,38243,6172,626,25,1,0.0,0
4029,神秘的世界EL-HAZARD  OVA,0,1954,0,0,1,0.0,0
4030,异次元的世界 El Hazard,0,1635,0,0,1,0.0,0
4031,神秘的世界 EL-HAZARD 2  OVA,0,738,0,0,1,0.0,0
4032,心灵想要大声呼喊,181217,173305,13336,1822,1,9.2,1044
4033,RWBY Chibi,3086421,38309,15004,4428,1,9.7,160
4034,四驱兄弟WGP 暴走四驱大追踪,140279,4318,7051,130,1,0.0,0
4035,四驱兄弟MAX,622031,8706,19928,255,1,0.0,0
4036,苍之流星SPT雷兹纳 OVA,9813,397,162,8,1,0.0,0
4040,宇宙战舰山本洋子II,0,439,0,0,1,0.0,0
4044,超音战士Borgman Lovers Rain,58493,465,2116,47,1,0.0,0
4046,剧场版 虽然是玻璃假面,25933,890,1301,48,1,0.0,0
4047,银河冒险战记 胎动篇,26734,1711,80,13,1,0.0,0
4048,银河冒险战记 激斗篇,19707,2229,36,4,1,0.0,0
4049,橙路 ~接着，那个夏天开始~,168440,2371,17036,229,1,0.0,0
4050,To Heart2 Another Day,0,11009,0,0,1,0.0,0
4051,To Heart2 Adplus,0,11311,0,0,1,0.0,0
4052,To Heart2 Adnext,0,6438,0,0,1,0.0,0
4053,To Heart2 迷宫旅行者,0,8875,0,0,1,0.0,0
4054,巴比伦二世 OVA,6765,603,37,2,1,0.0,0
4056,机甲创世记 OVA,0,685,0,0,1,0.0,0
4058,巴哈姆特之怒 GENESIS,1515396,184536,47635,3030,1,9.3,543
4060,笑对阴天,421781,88755,15645,864,1,9.5,267
4062,Happiness Charge 光之美少女！人偶之国的芭蕾舞者,62058,3210,3129,82,1,0.0,0
4067,寻找失去的未来,785950,181108,40140,1621,1,9.0,265
4068,寻找失去的未来 OVA,130887,21141,1253,165,1,0.0,0
4070,元气囝仔,712770,124973,30592,2842,1,9.7,917
4075,生存游戏社 OVA,493720,21000,8089,500,1,0.0,0
4081,LOVE STAGE!! OAD,816310,64853,39138,529,1,0.0,0
4083,笨蛋男友,353574,33937,6005,197,1,0.0,0
4084,终结的炽天使 SP2 终结不了的炽天使 名古屋篇,1695996,49542,20554,1251,1,0.0,0
4086,囝仔小短篇,171154,19598,1205,165,1,0.0,0
4093,至高指令 OAD,263801,42621,5174,100,1,0.0,0
4098,尸者的帝国,861605,69637,39732,4738,1,8.9,215
4099,寿司忍者,7040,644,305,9,1,0.0,0
4106,为什么猫都叫不来,891579,46330,1721,529,1,9.0,160
4107,皮卡丘，这是什么的钥匙？,128956,5885,1720,142,1,0.0,0
4108,苍穹之法芙娜EXODUS,104107,13902,4961,367,1,9.7,255
4113,虫奉行OVA,280255,13070,4655,89,1,0.0,0
4114,少女与战车 剧场版,540472,50538,28672,2736,1,9.7,1094
4117,香菜酱和她的亲人们,59733,4238,1229,123,1,0.0,0
4119,面包超人：咪嘉和魔法神灯,46485,1762,211,12,1,0.0,0
4120,三坪房间的侵略者！,558168,75463,22470,4155,1,9.6,845
4124,普通女高中生要做当地偶像,186546,33878,10098,565,1,9.5,143
4125,普通女高中生要做当地偶像 OVA,39389,5896,1277,175,1,0.0,0
4134,热血人面犬,62109,2805,759,14,1,0.0,0
4137,精灵使的剑舞,3952614,490084,309209,11106,1,8.6,760
4140,告白实行委员会 我于此刻恋上你,0,72763,0,0,1,9.2,113
4148,第三飞行少女队,173957,9301,8186,681,1,0.0,0
4152,尽管如此世界依然美丽,967810,189429,60218,3763,1,9.6,839
4153,故事少女穗乃花,46807,7321,559,47,1,0.0,0
4155,玉子爱情故事,970780,303413,48633,5520,1,9.7,1347
4161,学园怪物！～狼男少女不会屈服～,43768,6182,1355,57,1,0.0,0
4168,好朋友,71891,5286,795,185,1,0.0,0
4181,漆黑的子弹,3506605,453546,256218,10860,1,9.0,1332
4187,約會大作戰 第二季 （僅限港澳台地區）,205660,201900,22357,871,1,8.0,791
4188,约会大作战,10650039,1132559,971416,30587,1,8.8,3134
4194,钻石王牌 ～Second Season～,234585,8944,25237,540,1,9.6,186
4201,如果她的旗帜被折断了,1241298,182233,104343,2938,1,8.4,358
4203,姐姐的妄想日记,1153191,69435,19550,862,1,9.1,185
4205,恶魔之谜,713580,110470,39144,2121,1,9.1,462
4216,百合熊风暴,116466,31030,9975,467,1,9.5,199
4218,极黑的布伦希尔德,1909327,267475,129405,4093,1,7.8,579
4224,雾熊s,126273,2743,662,65,1,0.0,0
4230,上课小动作 OAD,709556,27317,24587,440,1,0.0,0
4232,弁魔士塞西尔,44777,5682,787,191,1,0.0,0
4234,白砂糖战士,225549,30835,630,60,1,0.0,0
4236,乔瓦尼之岛,96877,22414,3833,185,1,0.0,0
4259,圣诞老人公司,35245,7200,1040,23,1,0.0,0
4267,敢达Reconguista in G,219053,16501,9553,251,1,8.8,107
4268,敢达创战者 TRY,608500,20516,24352,445,1,8.6,127
4271,死亡台球,228424,30048,5760,265,1,0.0,0
4272,弥留之国的爱丽丝,235622,9111,4333,196,1,0.0,0
4277,古町与团五郎,5579,440,65,11,1,0.0,0
4285,RE：人造人009,102882,5041,6906,112,1,0.0,0
4294,不才・秋山优花里的战车讲座,614768,13962,11920,369,1,0.0,0
4300,DEPTH OF FIELD ～ 爱与憎恨的剧场,1024892,82484,25367,1278,1,9.1,110
4301,法外制裁者 OAD,207185,10353,6072,98,1,0.0,0
4302,新世界 未来篇,87824,18307,920,61,1,0.0,0
4303,伏 铁炮娘的捕物帐,59691,45699,3125,261,1,0.0,0
4304,金田一少年事件簿 黒魔术杀人事件,202567,16608,6566,128,1,0.0,0
4305,噬谎者 OVA,76932,4905,701,31,1,0.0,0
4309,圣哥传 OAD,259995,8826,7305,356,1,0.0,0
4312,温泉巡礼,113735,28956,877,62,1,0.0,0
4313,质量效应：迷途楷模,341116,6105,3309,106,1,0.0,0
4315,魔法少女☆伊莉雅 2wei! SP,2465243,35998,24899,993,1,0.0,0
4318,魔法少女☆伊莉雅 SP,0,43879,0,0,1,9.2,120
4319,魔法少女☆伊莉雅 2wei Herz! SP,1519414,31934,14253,1247,1,9.3,106
4320,NEXT A-Class,56022,8812,786,46,1,0.0,0
4321,野生动物宝宝 第一季,15965,369,208,14,1,0.0,0
4322,野生动物宝宝 第二季,12385,172,237,6,1,0.0,0
4323,枪械少女 OAD,37652,2770,954,36,1,0.0,0
4333,堀桑与宫村君,190969,26860,3981,373,1,9.6,128
4340,中二病也要谈恋爱！,10506523,939539,1190272,36881,1,9.4,2469
4341,旋风管家 CAN'T TAKE MY EYES OFF YOU,440807,81573,15359,989,1,9.2,134
4347,魔劍姬！通【僅限港澳台地區】,8628,16872,149,14,1,0.0,0
4349,中二病也要谈恋爱！恋,23580845,577945,1339098,72036,1,9.1,1654
4351,中二病也要谈恋爱！恋 Lite,1151141,97960,21389,917,1,9.5,176
4355,告白实行委员会 告白预演,1999473,161743,28768,1749,1,9.3,151
4356,告白实行委员会 嫉忌的答复,0,67873,0,0,1,9.3,117
4367,魔法战争,1379336,159803,62190,1578,1,3.8,571
4374,敢达创战者,861691,38855,35875,972,1,9.6,244
4375,钻石王牌,595630,24701,47532,1140,1,9.6,197
4378,神奇宝贝 起源,983944,37717,44879,755,1,9.6,136
4380,眼镜部,51316,10147,1724,62,1,0.0,0
4382,當不成勇者的我，只好認真找工作（僅限港澳台地區）,3522282,203193,101798,1604,1,8.6,358
4383,夜樱四重奏 月之泣,171230,6050,4494,201,1,0.0,0
4384,大怪兽RUSH,444130,6168,3088,164,1,0.0,0
4388,机巧少女不会受伤,4196630,576070,227206,10432,1,8.6,923
4392,兄弟战争OVA,0,56092,0,0,1,0.0,0
4398,南家三姐妹 夏日假期,289602,19459,14008,965,1,0.0,0
4400,弹丸论破,4619562,389141,278376,10992,1,8.7,1019
4404,BLOOD LAD 血意少年,1343094,188502,23590,2396,1,9.3,465
4427,迷你加尔刚蒂亚,85601,3438,1357,83,1,0.0,0
4432,巧克力小狗,48362,5462,1311,31,1,0.0,0
4435,旋风管家 Cuties,305614,34661,11592,695,1,9.4,117
4438,听爸爸的话！OAD,1200759,35323,40898,3469,1,9.7,405
4440,恋旅～True Tours Nanto～,380616,57285,9654,456,1,0.0,0
4442,裁断分离之罪恶剪刀,461458,72078,190813,885,1,8.2,114
4446,Code Geass 反叛的鲁路修 娜娜莉梦游仙境,0,72343,0,0,1,9.5,590
4447,小加速世界,489693,20269,6857,166,1,0.0,0
4451,古斯柯布多力传记,89446,22469,3947,132,1,0.0,0
4455,偶像大师 闪耀祭典,82616,7329,4380,210,1,0.0,0
4462,对某飞行员的追忆,87090,21523,4810,362,1,9.2,103
4464,老虎和兔子：诞生,65504,5666,3395,87,1,0.0,0
4467,桥的那一边,54430,21011,531,62,1,0.0,0
4471,拜托了 爱因兹贝伦咨询室,1421838,73257,29502,1417,1,9.0,345
4472,永远之久远,453831,69528,9839,634,1,8.8,104
4473,蟑螂娘,271655,11541,12564,147,1,0.0,0
4475,比克提尼与白英雄 雷希拉姆,97454,5621,1913,86,1,0.0,0
4477,比克提尼与黑英雄 捷克罗姆,126409,6493,4300,145,1,0.0,0
4482,乃木坂春香的秘密 Finale♪,305225,18149,23276,649,1,0.0,0
4488,Xi AVANT,42379,9788,366,9,1,0.0,0
4498,妖精的尾巴 剧场版 凤凰巫女,241179,26531,6331,1383,1,9.6,239
4508,宝石宠物 剧场版 甜蜜舞蹈公主,39489,3926,616,17,1,0.0,0
4509,解谜公主是名侦探,73254,7531,1139,32,1,0.0,0
4524,是魔法使的话就吃味噌,92961,13428,3951,34,1,0.0,0
4533,萌幻变身,38764,5789,2466,30,1,0.0,0
4538,温柔进行曲-The Tender March-,27835,15706,401,119,1,0.0,0
4540,虹色萤火虫～永远的暑假～,64368,8412,4502,151,1,0.0,0
4541,玛丽莫之花~最强武斗派小学生传说~,49403,4592,827,7,1,0.0,0
4542,魔神凯撒SKL,84111,5658,1858,70,1,0.0,0
4544,给桃子的信,730968,70526,33561,1700,1,0.0,0
4545,滑过河面的风,188504,13024,3889,195,1,0.0,0
4547,装甲骑兵 孤影再临,22033,1282,497,15,1,0.0,0
4552,野良剧,32169,8791,486,42,1,0.0,0
4553,初音岛I&II P.S.P. RE-ANIMATED OVA,58800,13165,1321,64,1,0.0,0
4555,你看起来很好吃,622107,60034,13201,731,1,9.7,526
4578,农业娘,6474,646,98,9,1,0.0,0
4582,视而不见,29751,10023,1225,95,1,0.0,0
4584,Blossom,48178,13268,515,183,1,0.0,0
4585,勇者大冒险 番外篇,2460028,75091,168930,22020,1,9.6,520
4586,黑执事II,1062512,174930,114432,2650,1,9.6,1254
4592,海底小纵队 第一季,170464,4399,7412,164,1,0.0,0
4593,海底小纵队 第二季,80581,1477,1586,57,1,0.0,0
4594,海底小纵队 第三季,138119,2121,1708,97,1,0.0,0
4598,诺亚动物诊所病历记录簿,327074,39360,4130,265,1,0.0,0
4600,时光钟摆,59858,7747,453,1092,1,9.6,138
4601,浮浮啾啾,34041,11454,907,41,1,0.0,0
4603,流★星LENS,198664,22260,2895,113,1,0.0,0
4606,侠猪布塔,26260,5790,1354,17,1,0.0,0
4608,剧场传说,58410,3997,1306,40,1,0.0,0
4610,百合星人奈绪子OVA,101255,7287,6116,266,1,0.0,0
4612,实乃里Scramble!,17266,2712,1833,20,1,0.0,0
4616,欺负 OAD,41951,4565,900,24,1,0.0,0
4620,.hack//世界的彼方,124497,20356,12666,236,1,0.0,0
4622,Sacred Seven 银月之翼,46333,4446,1625,25,1,0.0,0
4626,偷影子的老鼠,38583,13306,360,211,1,0.0,0
4638,私立堀镡学园 番外篇,235135,33417,2932,207,1,0.0,0
4642,祝福的钟声,166721,26892,4518,209,1,0.0,0
4653,超级街头霸王4,155967,4700,1959,190,1,0.0,0
4654,游戏王剧场版 超融合！超越时空的羁绊,1102325,29555,31001,1543,1,9.4,262
4670,妖魔同邻足洗邸 OAD,63623,5593,154,18,1,0.0,0
4677,11eyes-罪与罚与赎的少女-,901978,128361,42015,1149,1,5.4,182
4678,猴兔超人,3846,327,79,9,1,0.0,0
4680,SD敢达三国传 Brave Battle Warriors,272626,18875,13779,327,1,9.2,100
4682,宵星传说～首鸣～,33104,20765,778,126,1,0.0,0
4686,枪神剧场版,119830,15371,2225,256,1,0.0,0
4693,元素猎人,91386,10336,853,34,1,0.0,0
4697,女神异闻录 -圣洁之魂-,218786,29166,10258,179,1,0.0,0
4705,狗/子弹&屠杀,129094,31370,2719,65,1,0.0,0
4714,茄子 带着旅行箱的候鸟,0,2974,0,0,1,0.0,0
4720,最终幻想VII：降临之子,740327,63600,22184,1199,1,9.7,223
4723,乡村医生,0,14953,0,0,1,0.0,0
4728,萝莉的时间,592809,71872,58816,1661,1,9.5,127
4734,鹤屋和熏干酪,77508,7466,1399,91,1,0.0,0
4735,小凉宫春日的忧郁,480106,47339,8550,617,1,9.6,159
4736,苹果核战记2,114855,12812,2016,75,1,0.0,0
4737,草莓棉花糖 encore,0,4829,0,0,1,0.0,0
4738,铁腕巴迪 DECODE 第二季,30716,2789,916,87,1,0.0,0
4748,地狱天使,152376,22538,13864,742,1,0.0,0
4750,生化危机 恶化,358625,32603,10616,314,1,9.5,132
4760,河童之夏,258902,48009,20272,757,1,9.5,100
4761,天才嘉年华,101174,18500,2570,180,1,0.0,0
4762,Ragnastrike Angels,1168841,33194,1958,529,1,0.0,0
4763,七色星露,200310,22643,5942,173,1,0.0,0
4769,钢琴之森,363466,78601,15189,654,1,9.3,159
4771,少年阿贝 GO!GO!小芝麻,417673,15470,9458,643,1,0.0,0
4773,神奇宝贝不可思议的迷宫 时之探险队・暗之探险队,277026,11415,4400,109,1,0.0,0
4775,美由里之森,127254,31140,3780,142,1,0.0,0
4778,我家三姐妹,18347,2237,200,16,1,0.0,0
4779,罗密欧与朱丽叶,425093,58881,12142,349,1,0.0,0
4790,爆丸 粤语版,165909,6761,3900,107,1,0.0,0
4793,风之少女艾米莉,33989,7478,904,29,1,0.0,0
4799,超能力少女兰,68740,5300,2685,49,1,0.0,0
4803,蜘蛛骑士第2季,15334,726,52,9,1,0.0,0
4810,初瓣,210536,22135,3114,391,1,0.0,0
4811,鸟之歌,127426,34606,1685,335,1,0.0,0
4812,停驻你心门,331034,17275,6855,172,1,0.0,0
4814,Happiness! 渡良濑准华丽的一天,0,3934,0,0,1,0.0,0
4815,GR铁甲人,32609,1888,522,31,1,0.0,0
4817,史诗创造者年代纪,8188,1629,131,6,1,0.0,0
4820,超剧场版 Keroro军曹2 深海的公主,0,6529,0,0,1,0.0,0
4821,拯救德尔托拉,49517,5353,2389,49,1,0.0,0
4823,恋爱天使 安琪莉可～心觉醒之时～,144525,16366,4621,55,1,0.0,0
4831,骇客时空 G.U.Returner,29659,4922,480,47,1,0.0,0
4845,海底小纵队 特别篇,74660,1598,2443,69,1,0.0,0
4847,快递侠 第二季,278299,6190,4185,1254,1,0.0,0
4856,环保特勤组,22718,769,1127,13,1,0.0,0
4862,恶童,196093,27282,4287,746,1,9.6,102
4863,冬季花园,34744,6602,739,27,1,0.0,0
4872,FREEDOM,40867,5609,1044,47,1,0.0,0
4875,BALDR FORCE EXE RESOLUTION,79162,8697,886,56,1,0.0,0
4876,初夏,69157,13095,838,50,1,0.0,0
4882,霹雳娇娃009-1,68274,8290,788,28,1,0.0,0
4885,砂沙美魔法少女俱乐部 第二季,0,1711,0,0,1,0.0,0
4886,砂沙美魔法少女俱乐部 第一季,31002,2857,438,25,1,0.0,0
4894,G-九,46851,5112,465,33,1,0.0,0
4900,年老的鳄鱼,45823,14270,821,87,1,0.0,0
4907,诸神的紫菜包饭,1410776,62674,19635,1790,1,0.0,0
4910,家有色邻,883282,73054,34135,811,1,0.0,0
4912,恋爱天使 安琪莉可～闪耀的明日～,66314,6225,2662,35,1,0.0,0
4914,内阁权力犯罪强制取缔官 财前丈太郎,27017,2740,538,33,1,0.0,0
4916,秋之回忆5 中断的胶片,42872,8350,411,31,1,0.0,0
4917,幻影小精灵的主谋者,237806,9055,4858,90,1,0.0,0
4918,蜜×蜜水果糖,165286,16987,3689,44,1,0.0,0
4925,骇客时空 根源,43519,7757,520,39,1,0.0,0
4926,大魔法峠,57959,4148,3167,100,1,0.0,0
4927,蜘蛛骑士,24351,2094,220,19,1,0.0,0
4934,网球王子 全国大会篇,360032,11868,14451,545,1,9.5,133
4935,警察战车队 TANK S.W.A.T.,19287,2265,152,6,1,0.0,0
4948,练马萝卜兄弟,7201,810,485,20,1,0.0,0
4949,灼眼的夏娜炭,440884,42411,24352,747,1,0.0,0
4951,轰烈弹珠人,19324,847,32,9,1,0.0,0
4952,水色,75456,10906,1334,105,1,0.0,0
4953,银发的阿基多,82081,14614,2859,192,1,0.0,0
4954,战吼,94668,6858,1481,51,1,0.0,0
4957,觉醒的方舟,48694,8600,1451,16,1,0.0,0
4969,侍铳,38638,7210,451,15,1,0.0,0
4970,苍之茧,90394,31052,1329,212,1,0.0,0
4980,草莓100% Special,0,4300,0,0,1,0.0,0
4982,我永远的圣诞老人,61964,9179,844,32,1,0.0,0
4984,拳皇的另一天,537382,13830,4701,307,1,0.0,0
4987,苍穹之法芙娜 Arcadian memory,26616,2566,155,30,1,0.0,0
4990,天堂之吻,262978,41719,12296,291,1,9.5,102
4992,高机动幻想GPO 第二季,60357,4960,731,16,1,0.0,0
4993,克拉斯特学院,86526,10258,3196,49,1,0.0,0
4994,河童的饲养方法,29942,5720,872,42,1,0.0,0
5000,最终密令 最终幻想VII,257284,14587,1997,99,1,0.0,0
5001,飞天都市计划,16767,1316,121,15,1,0.0,0
5002,幸福之祈祷,12745,4474,179,25,1,0.0,0
5004,思考与绘画：日本新世纪艺术动画,34902,9846,1371,37,1,0.0,0
5007,强殖装甲凯普,235521,16033,8767,221,1,0.0,0
5008,神奇宝贝：皮卡丘的鬼怪狂欢节,0,6411,0,0,1,0.0,0
5009,蓝色潮痕,22133,2751,678,16,1,0.0,0
5011,我是小粘粘,17631,2894,962,44,1,0.0,0
5014,不愉快的妖怪庵（僅限台灣地區）,112051,84701,7536,313,1,0.0,0
5016,小桃小栗Love Love物语,6667500,420005,393903,14595,1,9.1,315
5017,食戟之灵 贰之皿,49639493,1673975,1480759,127669,1,9.1,1831
5018,初恋怪兽,8303205,567568,748203,13805,1,7.2,225
5019,B-PROJECT（僅限港澳台地區）,145730,38807,7309,176,1,0.0,0
5020,Rewrite,23694594,1031385,927137,58371,1,7.7,922
5021,亚尔斯兰战记 风尘乱舞,3941166,309212,151624,9867,1,8.8,210
5022,热诚传说X,21978989,1054381,713868,49549,1,7.3,462
5025,智龙迷城X,4077863,70910,86966,5210,1,8.1,143
5026,香蕉喵,184139,30515,3136,240,1,0.0,0
5027,NEW GAME!,14277904,832101,699306,45075,1,9.2,1467
5028,SHOW BY ROCK!! Short!!,1201927,78556,9917,1345,1,0.0,0
5029,天真与闪电,7963540,468192,384049,26139,1,9.1,415
5030,驱魔少年 HALLOW,8896540,598196,209871,20644,1,9.0,234
5031,Taboo Tattoo－禁忌咒纹－,12556268,708328,370410,15406,1,3.4,446
5033,腐男子高校生活,13644338,552811,200881,15163,1,8.9,375
5034,龙收藏,9858,2832,114,0,1,0.0,0
5037,红伤骑士X,1872116,179189,57450,1281,1,0.0,0
5038,月歌,6252346,352484,477491,19395,1,9.6,507
5039,OZMAFIA!!,1968844,143305,28320,1819,1,0.0,0
5040,魔法少女？Naria☆Girls,620886,53216,19555,687,1,0.0,0
5041,Regalia 三圣星,3076165,245397,111164,10074,1,8.2,119
5043,这个美术社大有问题！,16241358,792419,855472,55022,1,9.3,1652
